Time,RRI,SpO2,SBP,DBP,MAP,HR,CO,SV,TPR
916.719,1.13695,95.80166921,107.03125,63.6875,78.42240605,67.57093811,3904.404785,74.15625,12.6377
917.85595,1.14675,95.8003638,110.0625,60.96875,78.61465923,52.32141876,4190.226074,80.0625,13.2938
919.0027,1.115,95.79283632,110.6875,60.6875,79.10613125,53.81177902,4635.077637,86.125,15.8547
920.1177,1.07815,95.79607864,106.78125,60.21875,77.02916011,55.65235901,5113.199707,91.875,14.5028
921.19585,1.0716,95.79049144,103.5625,59.65625,74.91259679,55.98993683,5859.241699,105.0625,13.7215
922.26745,1.05295,95.78784754,100.5,58.28125,73.13988639,55.98993683,6220.650391,109.53125,14.1035
923.3204,0.9612,95.79929385,98.03125,57.25,72.53988501,62.42194366,6038.074707,96.75,14.4936
924.2816,0.85605,95.7945104,94.46875,58.40625,72.11836674,62.42194366,6454.03125,91.90625,14.5116
925.13765,0.77965,95.79046287,96.3125,60.6875,74.96676822,76.95961761,6723.336914,87.375,14.215
925.9173,0.7825,95.78968051,101.5,64.90625,80.08359205,76.95961761,6482.488281,84.71875,14.0861
926.6998,0.9372,95.79066301,106.46875,68.3125,83.75862626,76.6738739,4693.507324,73.28125,13.8244
927.637,1.1415,95.78898379,111.53125,68.46875,84.29291858,64.02274323,3863.560303,73.40625,13.3737
928.7785,1.1402,95.798207,115.28125,65.71875,84.39239632,52.62251282,4105.542969,77.96875,15.1143
929.9187,1.15985,95.79975051,114.8125,65.15625,83.28327912,51.73100281,4400.303711,85.03125,16.9956
931.07855,1.1366,95.79427542,111.3125,63.21875,80.29065791,52.78858566,4938.899902,93.875,15.3987
932.21515,1.103,95.7887381,106.90625,61.15625,77.197078,54.39760208,5706.716309,104.9375,15.1302
933.31815,1.01375,95.79188502,103.6875,59.75,75.89880838,59.18686295,6347.162109,107.3125,14.9645
934.3319,0.90905,95.79103013,102.75,60.65625,76.36273789,59.18686295,6747.902344,102.1875,14.9475
935.24095,0.7735,95.78509009,100.09375,62.15625,76.08129589,77.56988525,7336.705566,94.59375,14.6383
936.01445,0.7645,95.78441383,104.5,64.4375,79.70803372,77.56988525,6948.839355,89.25,14.2114
936.77895,0.80475,95.79021435,109.59375,67.125,84.04283186,78.47972107,6334.529297,84.5625,13.5416
937.5837,0.962,95.79139488,113.75,70.15625,85.95747749,62.37098312,4762.804199,76.4375,12.6353
938.5457,1.15275,95.69955677,115.71875,69.25,84.97878999,52.04915237,4253.716797,81.8125,12.5905
939.69845,1.16135,94.79370049,116.28125,66.21875,84.01884143,51.66424561,4634.541016,89.5625,14.7041
940.8598,1.1244,94.79232813,114.53125,64.46875,83.17252071,51.66424561,4938.571289,91.6875,16.5273
941.9842,1.0986,95.53960438,110.53125,63.71875,80.4316581,53.3611145,5361.838867,98.34375,15.4889
943.0828,1.0703,95.78680043,105.46875,61.5,76.94680195,56.05965042,5962.995117,106.3125,14.5895
944.1531,1.0121,95.79054997,101.71875,59.1875,74.62048917,59.28180313,6387.688477,107.59375,14.7595
945.1652,0.89795,95.79040453,99.71875,59.1875,74.69747891,66.81703186,6617.141602,99.03125,14.9626
946.06315,0.7682,95.79313452,98.03125,60.71875,75.09709101,78.10502625,7087.737793,90.84375,14.7442
946.83135,0.7476,95.79409527,100.53125,63.21875,77.67978761,78.10502625,7008.855469,86.9375,14.2634
947.57895,0.74685,95.79554755,105.90625,65.90625,81.83210492,80.26115417,6675.090332,83.21875,13.4739
948.3258,0.8138,95.80392142,110.8125,68.90625,85.72762707,73.72924042,5497.713379,74.65625,12.8696
949.1396,0.89415,95.80214624,114.71875,70.1875,87.31938056,73.72924042,5132.840332,76.625,12.4679
950.03375,1.0535,95.79416825,116.5625,70.1875,86.48704126,67.1014328,4744.910156,83.1875,12.7291
951.08725,1.13375,95.78987734,120.8125,67.96875,86.47443137,56.95315933,4763.753418,90.15625,13.6887
952.221,1.0462,95.78679387,120.46875,66.40625,85.53054779,57.35128021,5354.817383,93.28125,15.422
953.2672,1.01515,95.77848409,116.25,65.5,82.88557316,57.35128021,5782.305176,97.75,14.8284
954.28235,0.9902,95.78221414,112.5,64.1875,80.145379,59.10413361,6737.213379,111.125,13.7002
955.27255,0.9555,95.11544349,109,62.6875,77.84913576,62.7939415,7013.455566,111.6875,13.4898
956.22805,0.845,94.78284393,104.96875,60.96875,76.08659615,71.00399017,7341.191406,103.28125,13.6631
957.07305,0.76725,94.7822153,100,60.375,74.14806594,78.20133209,7498.529785,95.75,13.528
957.8403,0.74535,94.7868514,101.28125,60.4375,75.44809293,80.50169373,7374.458008,91.625,13.0051
958.58565,0.74925,94.7858129,104.65625,61.46875,78.18491003,80.0772171,6929.531738,86.625,12.3186
959.3349,0.81175,94.78200454,108.09375,63.96875,81.02221616,80.0772171,5798.222656,77.875,11.7419
960.14665,0.8604,94.7851617,111.71875,65.15625,82.67936374,73.91449738,5805.594238,83.125,11.2444
961.00705,1.0588,95.23647644,113.5625,65.96875,81.40024701,69.73791504,4981.350098,88.1875,11.4954
962.06585,1.08265,95.78592891,115.0625,61.46875,80.17498011,55.41852188,5203.695313,93.78125,12.0156
963.1485,1.04005,95.78002109,110.25,59.96875,77.41085675,57.69102478,5721.868164,99.03125,13.7155
964.18855,0.98255,95.77433559,104,58.53125,74.21150988,61.06400299,6166.166992,101.03125,12.8458
965.1711,0.94845,95.77314302,100.0625,57.15625,71.81351732,63.26399612,7222.218262,114.53125,12.8187
966.11955,0.86845,95.78844133,98.46875,56.25,71.36813666,63.26399612,7220.092285,103.96875,12.9211
966.988,0.90965,95.79081412,98.25,56.6875,71.2553578,65.95928192,6219.960449,94.28125,13.0527
967.89765,0.7796,95.78608421,97.1875,56.25,71.58373529,76.95960236,6598.37207,85.6875,12.5657
968.67725,0.8577,95.79153368,96.6875,59.46875,73.37814489,76.95960236,5916.075195,84.3125,12.5439
969.53495,0.8055,95.79286352,100.3125,60,75.85754722,69.95838928,6140.777832,82.75,12.2404
970.34045,0.8163,95.79781292,103.21875,63.53125,79.56471587,73.50285339,6033.206543,81.96875,12.5777
971.15675,0.9759,95.80242757,107.96875,66.96875,82.62860289,73.50285339,4743.811523,77.15625,12.9008
972.13265,1.152,95.79705404,113.3125,66.6875,83.38589798,52.082798,4345.137695,83.46875,12.8803
973.28465,1.1343,95.79856519,116.53125,64.1875,83.53860374,52.082798,4475.645508,84.71875,14.8982
974.41895,1.08495,95.79802785,113.78125,64.0625,81.64994144,52.89657593,4949.428711,89.5,15.8772
975.5039,1.05765,95.79473508,109.96875,62.90625,79.00189964,55.30088043,5712.861816,101,14.6178
976.56155,1.00225,95.79662166,106.3125,60.96875,76.46299295,56.73008728,6606.42334,110.53125,14.2811
977.5638,0.95845,95.16808226,103.0625,59.8125,74.85955987,59.8641777,6500.984375,103.8125,14.3463
978.52225,0.81115,94.79668719,98.96875,59.03125,73.80013156,62.60276794,7143.168457,96.0625,14.1527
979.3334,0.773,94.80006468,98.4375,61.15625,75.21948225,77.61697388,7051.696289,90.59375,13.9778
980.1064,0.76965,94.79682526,102.75,62.78125,78.72089067,77.61697388,6681.932129,85.34375,13.461
980.87605,0.8161,94.79193535,107.0625,66.4375,83.03213083,73.52191162,5843.337891,79.6875,12.788
981.69215,0.87545,95.1492768,110.71875,68.75,85.57761551,73.52191162,5178.819336,75.375,12.4816
982.5676,1.1378,95.7861553,112.4375,69.78125,84.35761156,52.73313141,4388.385254,83.1875,12.7249
983.7054,1.07085,95.78964141,113.15625,64.21875,83.59506513,56.03074265,4935.047852,87.9375,13.6918
984.77625,1.09905,95.79489673,112.875,65.46875,83.24783449,54.59186172,4967.006348,91.09375,16.6917
985.8753,1.03505,95.79973944,110.8125,63.625,81.67814399,57.96718597,5346.168457,92.15625,14.5647
986.91035,1.0037,95.79468155,108,63.5,79.65205944,59.78023911,6272.254883,104.8125,14.6574
987.91405,0.98445,95.79615363,105.5,62.3125,77.98418009,59.78023911,6332.546875,104.15625,14.207
988.8985,0.9516,95.79696367,105.5625,62.15625,77.76753967,63.05392456,6356.623535,101,14.47
989.8501,0.8813,94.87285119,105.28125,62.21875,77.52826652,68.08139038,6177.790527,90.71875,14.5337
990.7314,0.7947,94.79174531,101.4375,62.15625,76.53385554,68.08139038,6644.505859,88.0625,14.2217
991.5261,0.75765,94.80217614,102.53125,62.9375,77.70008744,79.19113922,6955.159668,87.9375,13.7306
992.28375,0.7526,94.80099405,105.78125,64.21875,80.52473691,79.19113922,6826.577148,85.84375,13.2799
993.03635,0.79585,94.7894743,109.03125,66.21875,83.3412769,79.72644806,5882.799805,78.46875,12.8483
993.8322,0.87925,94.26769264,112.8125,67.9375,84.95286053,75.39151764,5361.850098,79.125,12.1873
994.71145,1.04925,93.80062247,115.5625,68.4375,84.57390871,68.2386322,4873.210449,85.09375,12.2233
995.7607,1.1144,93.80233478,118.46875,65.65625,83.59886752,53.84090042,4755.497559,88.28125,12.9484
996.8751,1.1017,93.7916175,115.5625,62.90625,80.67851207,54.46184158,5193.481445,95.34375,14.3597
997.9768,1.0171,94.18267316,110.0625,61.1875,77.9159508,54.46184158,5932.400879,100.65625,13.8286
998.9939,0.9656,94.77884217,105.4375,60.46875,75.83126929,58.98997498,7031.977539,113.0625,13.5978
999.9595,0.9181,94.78731211,103.21875,60.1875,75.18143098,62.13778305,7072.117676,107.9375,13.3826
1000.8776,0.84065,94.79716588,101.71875,60.5,75.42806935,71.37326813,7141.431152,100.0625,13.3938
1001.71825,0.7784,94.79560838,99.03125,61.3125,75.52106003,77.08176422,7029.375,91.15625,13.3292
1002.49665,0.75375,94.79960821,101.8125,63.71875,78.49281484,77.08176422,6768.577637,85.34375,13.0991
1003.2504,0.79825,94.79855543,106.53125,66.9375,83.03710496,75.16670227,6312.217773,84.03125,12.9308
1004.04865,0.86125,94.79384615,112.0625,69.9375,86.65058509,69.6665802,5333.542969,76.6875,12.846
1004.9099,1.05455,94.79247369,114.53125,70.9375,86.15763605,69.6665802,4430.787109,77.90625,12.9694
1005.96445,1.0527,94.79972185,114.5625,66.9375,84.94895608,56.89522934,4817.849121,84.40625,13.7591
1007.01715,1.1155,94.79485096,113.5625,66.6875,83.33459973,56.99699783,4840.021973,90.28125,15.7935
1008.13265,1.0945,94.78785404,113.25,63.6875,81.60252621,54.82073212,5160.789551,94.15625,14.9435
1009.22715,0.99565,94.7879165,108.6875,61.6875,79.35551195,54.82073212,6158.228516,101.25,15.2519
1010.2228,0.9541,94.78808563,104.78125,61.6875,77.93169617,62.88534164,6283.895996,99.9375,14.4419
1011.1769,0.8327,94.78983277,103.8125,62.1875,78.60994078,62.88534164,7509.55957,104.125,13.73
1012.0096,0.89865,94.7912998,105.53125,65.71875,80.27553525,72.05487823,6578.802246,98.71875,13.7145
1012.90825,0.746,94.79145023,105.21875,64.75,80.93193532,80.42942047,7174.555664,89.15625,13.1322
1013.65425,0.75305,94.78451589,106.46875,68.96875,83.59049988,80.42942047,6941.708008,86.90625,13.2125
1014.4073,0.7432,94.77815107,112.0625,70.1875,86.75922783,79.67527008,6732.816895,83.625,13.6926
1015.1505,0.79495,94.78589455,117.0625,73.1875,90.51197245,75.47770691,6358.525391,84.3125,12.883
1015.94545,0.9306,94.11470758,121.53125,75.03125,91.90378032,64.47488403,5000.107422,77.5625,13.1555
1016.87605,0.9057,93.79791874,124.03125,73.71875,92.5632194,66.24682617,5621.830078,84.875,13.1225
1017.78175,1.12355,93.79286358,124.25,74.46875,89.96293264,66.24682617,4803.900879,89.71875,14.4282
1018.9053,1.0919,93.79321595,126.3125,69.25,88.69487702,54.9513588,5229.308594,95.125,13.9087
1019.9972,1.08285,93.79525962,120.53125,66.9375,84.43519116,54.9513588,5659.055664,102.1875,16.1021
1021.08005,1.0194,93.80132615,115.1875,63.90625,80.9531151,58.85944366,5955.251465,101.1875,14.1954
1022.09945,0.97995,93.7969603,110.4375,62.4375,78.11374748,58.85944366,7041.659668,115.71875,14.0654
1023.0794,0.9565,93.79181913,107.40625,60.96875,75.91565878,61.22550201,6764.069336,107.1875,13.6654
1024.0359,0.84785,93.78600836,103.53125,59.1875,74.47313886,70.76525116,7210.271484,101.6875,13.5004
1024.88375,0.7663,93.78562981,99,59.1875,73.15569641,70.76525116,7425.168945,94.71875,13.263
1025.65005,0.75155,93.78240594,101.78125,59.90625,75.51359948,79.83311462,7233.479004,90.59375,12.7339
1026.4016,0.7986,93.7773056,105.46875,61.96875,78.69374143,79.83311462,6562.728516,87.46875,12.0378
1027.2002,0.83505,93.77883061,108.09375,63.71875,81.30487179,71.85261536,5644.022949,78.5,11.5
1028.03525,1.15495,94.59791008,111.4375,66.21875,80.46651238,51.94879532,4358.991211,83.9375,11.3588
1029.1902,1.1065,94.78388782,112.59375,60.71875,80.32654781,54.22522354,5001.259766,92.21875,11.845
1030.2967,1.0632,94.77996555,109.4375,61.25,78.88559058,54.22522354,5404.902832,95.5625,15.0557
1031.3599,1.0115,94.78276075,105.53125,60.46875,76.73417879,56.43333435,5844.180664,98.96875,13.4037
1032.3714,0.9556,94.78895458,102.75,60.15625,75.54743757,59.32048798,7150.422852,114.09375,13.4978
1033.327,0.918,94.79180283,102.71875,60.40625,75.64329299,62.78703308,6752.776367,103.09375,13.7083
1034.245,0.80555,94.7902811,102.46875,60.90625,76.50663308,74.48468018,7029.491699,94.375,13.8254
1035.05055,0.766,94.78636178,100.4375,62.1875,76.72988781,78.32891083,6789.060547,86.6875,13.7418
1035.81655,0.73505,94.78634744,103.25,63.96875,79.3995755,78.32891083,6999.736328,86.46875,13.2623
1036.5516,0.7344,94.78607962,107.84375,67.125,83.28327036,81.62779236,6704.225586,82.5625,12.7868
1037.286,0.8481,94.77987929,112.25,70.1875,86.6415842,70.7465744,5374.970703,76.0625,12.6052
1038.1341,1.0457,94.78564897,117.46875,70.9375,86.96335403,70.7465744,4625.044922,80.125,12.2046
1039.1798,1.10235,94.79091685,120.78125,68.1875,86.35076034,57.37913132,4610.967773,84.34375,13.2996
1040.28215,1.08425,94.78346063,120.75,66,85.23390546,54.42757034,4950.029785,89.34375,15.2295
1041.3664,1.04925,94.78485079,116.21875,65.4375,82.19394806,55.33773804,5572.84375,97.28125,14.6241
1042.41565,1.02035,94.79008275,110.28125,62.90625,78.35591418,58.80490494,6426.420898,109.21875,13.8181
1043.436,0.94455,94.79321006,106.25,60.71875,76.44171332,63.52158737,7154.118652,112.6875,13.8307
1044.38055,0.8284,94.79123159,106.25,61.375,77.35604833,72.42955017,7527.421875,103.96875,13.9227
1045.20895,0.7894,94.79442654,106.0625,62.6875,78.10713097,72.42955017,7277.381836,95.65625,13.5631
1045.99835,0.79315,94.79488432,105.15625,63.96875,79.09206751,75.64778137,6903.899902,91.09375,12.6894
1046.7915,0.74645,94.79476606,109.78125,65.9375,82.6049969,75.64778137,7160.73877,89.3125,12.0786
1047.53795,0.84445,94.79535867,114.28125,69.5,86.04135906,71.05503845,6082.933105,85.6875,12.4047
1048.3824,0.9014,94.79538426,117.28125,70.1875,87.17922489,71.05503845,5530.882324,82.28125,12.2715
1049.2838,0.9344,94.79828299,117.25,70.1875,87.24404742,66.56395721,5611.880859,87.625,12.5822
1050.2182,1.0745,94.79486389,117.53125,69.65625,85.39686153,55.83893967,5140.881836,92.25,13.2979
1051.2927,1.10065,94.79428065,118.03125,65.9375,83.69890837,54.51493073,5357.318359,98.3125,13.8206
1052.39335,1.0314,94.78957,115.28125,63.3125,81.9817538,58.17181396,5771.770996,99.1875,15.0313
1053.42475,1.02225,94.79191123,110.75,62.90625,79.39808083,58.17181396,5826.746094,99.46875,14.1691
1054.447,0.9687,94.78846005,106.75,60.9375,76.68459621,58.69483566,6744.937012,109.125,13.2002
1055.4157,0.91475,94.78518379,103.21875,59.96875,74.98444062,65.59272003,7078.930176,107.625,13.492
1056.33045,0.78365,94.78745693,99.15625,58.90625,73.68108275,76.56678772,7480.71875,97.71875,13.5347
1057.1141,0.82255,94.79580459,97.5,60.21875,73.98540252,76.56678772,6725.790039,91.96875,13.3847
1057.93665,0.7911,94.79543515,101.3125,60.34375,76.21157072,72.94091034,6528.906738,86,12.7661
1058.72775,0.78945,95.13731672,102.53125,61.9375,78.53438866,76.00317383,6015.651367,79.1875,12.6697
1059.5172,0.7968,95.79785156,105.3125,64.71875,81.02142712,76.00317383,5708.539063,76.03125,12.7123
1060.314,0.88355,95.47164846,107.5625,66.4375,82.66102265,75.29936981,5732.45166,84.28125,12.1262
1061.19755,0.95665,94.79553651,111.8125,67.21875,84.52724723,62.71974945,5407.540039,86.21875,12.4232
1062.1542,0.97855,94.79454614,116.03125,68,86.25672155,62.71974945,5272.274902,86.09375,13.3339
1063.13275,0.8973,94.79957929,116.03125,67.9375,85.967036,66.86594391,6012.710938,90,13.939
1064.03005,0.90565,94.7897125,113.46875,68.40625,84.15549833,66.25234985,6334.925293,95.625,13.8256
1064.9357,0.8728,94.79300097,112.34375,66.28125,82.2347416,68.74510193,7149.833984,104.03125,13.2957
1065.8085,0.90645,94.79190972,110.4375,64.90625,79.75653966,66.19195557,6642.776367,100.21875,13.4944
1066.71495,0.7398,94.7941779,106.1875,61.6875,77.42366193,66.19195557,7436.907715,92.34375,13.262
1067.45475,0.7284,94.79425367,100.46875,62.125,75.40952898,81.09986115,7644.821289,93.03125,13.0092
1068.18315,0.70075,93.88739297,102.46875,60.65625,75.73925437,85.62195587,7690.40332,89.875,12.7686
1068.8839,0.68755,93.80220984,106.4375,61.40625,78.1878557,85.62195587,7496.80957,85.625,11.4488
1069.57145,0.69845,93.80241517,108.9375,62.53125,80.19381989,87.26860809,6466.276855,75.09375,11.6407
1070.2699,0.78625,93.80291534,113.25,63.1875,82.50188804,85.9020462,6337.436523,82.65625,10.4255
1071.05615,0.93105,93.80017688,120.9375,63.96875,82.92735812,64.44148254,5781.367188,90.03125,9.9583
1071.9872,1.03825,93.79498254,119.53125,62.1875,79.88493782,64.44148254,5354.722656,92.90625,10.2132
1073.02545,0.94855,93.79155356,116.96875,59.28125,78.19497931,63.25703049,6568.333496,103.875,10.8298
1073.974,0.8994,93.79719466,111.46875,58.75,75.50282209,63.25703049,7794.762207,116.28125,11.5635
1074.8734,0.8976,93.80045399,107.78125,57,72.43196294,66.84479523,7842.56543,117.4375,11.1245
1075.771,0.8706,93.79659502,104.5,55.03125,70.22157671,68.91807556,7874.751465,114.125,10.7493
1076.6416,0.8533,93.78569964,102.71875,53.53125,69.01907752,68.91807556,7340.475098,104.21875,11.0001
1077.4949,0.80305,93.77789171,100.84375,53.1875,69.12684231,70.31190491,7236.174805,97,10.8764
1078.29795,0.7571,93.78535076,99.875,54.4375,70.12022516,79.25339508,7532.094238,95.15625,10.6204
1079.05505,0.7777,93.79878769,103.1875,56.78125,73.46121677,77.14826202,7157.670898,92.78125,10.5488
1079.83275,0.7919,93.79665204,107.1875,59.1875,76.93828608,75.76708984,6826.378418,90.0625,10.4852
1080.62465,0.9308,93.79985966,110.28125,62.1875,78.88292766,75.76708984,5457.794434,85.3125,10.5253
1081.55545,0.99,94.76176136,113.03125,63.4375,80.35493958,60.60725784,5489.805664,90.625,10.5413
1082.54545,1.1398,94.78349683,114.71875,63.71875,79.71427002,52.64078903,5091.219727,96.75,11.966
1083.68525,1.0704,94.95304763,114,60.25,78.82543232,56.0524292,5543.410156,98.96875,12.9613
1084.75565,1.03005,95.77428128,110.03125,60.46875,77.39695121,58.25011444,6019.785156,103.34375,14.0714
1085.7857,0.9942,95.78887548,107.15625,60.1875,76.29245178,60.35005569,6359.160645,105.40625,13.2317
1086.7799,1.00955,95.795537,105.15625,60.21875,75.58953293,60.35005569,6513.230957,110.28125,13.2827
1087.78945,0.93285,95.78728493,102.46875,59.5625,75.16563177,59.43203735,6430.263184,99.78125,13.5147
1088.7223,0.798,95.7849115,99.25,61.1875,75.3102097,64.31790924,7047.772949,93.5,13.9076
1089.5203,0.82975,95.79082367,102.96875,63.5625,78.73546851,72.30773926,6549.635254,90.625,13.9797
1090.35005,1.1302,95.78243757,107.03125,65.65625,79.67517475,53.08763504,4601.702637,86.6875,13.486
1091.48025,1.1231,96.40065861,111.71875,62.6875,81.14109607,53.42447281,4068.941406,76.1875,13.4777
1092.60335,1.0832,96.78189046,109.53125,62.90625,81.00083707,55.39056015,4487.8125,81,16.8244
1093.68655,1.06195,96.77956383,107.59375,63.6875,80.2031996,55.39056015,4880.049805,86.3125,14.9814
1094.7485,1.02485,96.78420318,106.8125,63.28125,79.71199416,58.54596329,6083.657227,103.6875,14.7364
1095.77335,0.9651,96.26867196,105.65625,64.21875,80.11298097,62.16849136,6241.056152,100.1875,15.2505
1096.73845,0.94075,95.78963095,106,65.6875,80.51849173,63.77684021,5932.003418,93,15.4125
1097.6792,0.858,95.783978,103.03125,65.46875,79.831599,63.77684021,6187.077148,88.15625,15.2664
1098.5372,0.7864,95.77895314,105.5625,67.375,82.40094747,69.93022919,6456.713379,85.53125,15.2728
1099.3236,0.8606,95.78489571,110.5625,70.46875,86.45218986,69.72093964,5769.233398,82.84375,15.2594
1100.1842,0.9515,95.78747044,114,71.75,88.24614651,69.72093964,4811.907227,75.90625,14.4337
1101.1357,1.202,95.7875286,118.21875,71.96875,87.43272725,49.91617584,3853.404053,77.03125,14.5377
1102.3377,1.07465,95.78801092,116.03125,66.15625,85.52306547,55.83203506,4752.422852,85.125,15.6159
1103.41235,1.03855,95.78596511,112,66.6875,83.04265532,55.83203506,5148.711914,89.03125,17.1329
1104.4509,1.0235,95.78831522,108.25,65.28125,80.38448864,58.62192917,5833.907715,99.5625,15.1189
1105.4744,0.9501,95.78996619,105.75,63.9375,79.36878049,58.62192917,6671.046875,105.46875,15.3561
1106.4245,0.91335,95.78550289,104.28125,64.21875,78.99602795,63.15185928,6055.19043,92.75,15.6437
1107.33785,0.8054,95.78042355,103.8125,64.5,79.98245348,74.49645996,6479.375977,86.875,15.0769
1108.14325,0.75495,95.78396541,104.03125,67.4375,81.67320576,79.47754669,6832.585449,86.15625,14.6593
1108.8982,0.73635,95.78882325,110.5,70.75,86.31413289,81.48040771,6660.310059,81.53125,14.298
1109.63455,0.7817,95.78161779,117.6875,74.21875,91.47856015,81.48040771,6191.310547,80.25,13.7612
1110.41625,1.0553,95.77522683,122.59375,76.21875,91.49647508,56.85495377,4236.58252,74.28125,13.5027
1111.47155,1.0146,95.78081264,126.4375,72.03125,92.06583426,56.85495377,4769.536133,80.90625,13.2989
1112.48615,1.114,95.78898536,126.03125,73.46875,90.63383606,53.86155319,4838.85498,89.78125,16.2788
1113.60015,1.0866,95.07488525,123.3125,69.15625,87.22826673,55.21735001,5193.847656,94.09375,14.5292
1114.68675,1.04795,94.7805537,116.03125,66.1875,82.44563135,55.21735001,6276.921875,109.0625,15.3849
1115.7347,0.93455,94.79670196,108.1875,62.4375,78.36582246,57.25485992,6819.841797,106.28125,14.6936
1116.66925,0.8174,94.79865656,101.0625,62.1875,75.56676191,64.20109558,8003.430664,108.3125,14.3359
1117.48665,0.7803,94.79595788,103.5,61.46875,76.89744285,73.40281677,7785.421875,101.125,13.9591
1118.26695,0.8503,94.79626125,106.78125,62.9375,79.13619303,76.89400482,6434.134277,91.375,13.4878
1119.11725,0.97215,94.79179364,109.28125,64,79.99219382,70.56519318,4691.877441,75.90625,12.3699
1120.0894,1.10645,94.79145719,110.46875,62.53125,79.17558456,61.72000122,4571.776367,84.59375,12.132
1121.19585,0.9724,95.39745572,107,59.3125,77.45588087,61.70123672,5502.59375,88.96875,13.1818
1122.16825,0.9224,95.80181117,102.9375,61.1875,76.33050788,65.04907227,6307.523926,96.9375,13.902
1123.09065,0.87575,95.80207322,101.78125,61.1875,76.30476534,68.51236725,6975.714844,101.90625,13.3025
1123.9664,0.8073,95.79996594,100.09375,61.40625,76.7822206,68.51236725,7357.317871,98.75,13.329
1124.7737,0.79015,95.79834723,99.1875,63.6875,77.37251258,75.93836212,6566.485352,86.53125,13.5639
1125.56385,0.7944,95.79715233,104.25,65,80.3818645,75.93836212,6289.933105,83.3125,13.3598
1126.35825,0.8176,95.79124687,106.78125,66.4375,82.77343158,73.38629913,5879.160156,80.46875,13.5302
1127.17585,1.04495,95.78984491,110.6875,68.40625,83.58170995,57.41910553,4177.993652,72.625,13.4136
1128.2208,1.20185,95.79085238,116.75,66.28125,83.94185685,49.92278671,4076.195557,82,13.3348
1129.42265,1.0685,95.80022666,117.28125,63.46875,83.78910567,56.15155792,4798.466797,85.46875,16.0959
1130.49115,1.04865,95.79937002,112.6875,64.75,81.30817101,57.21683884,5058.82666,88.875,15.743
1131.5398,1.0051,95.79696983,110.03125,63.4375,79.66541703,57.21683884,6390.645508,106.90625,13.9809
1132.5449,0.983,95.79837551,109,63.4375,79.15524752,59.69776154,6746.70752,109.9375,14.3904
1133.5279,0.9203,95.79514153,105.28125,62.5625,77.16988842,65.19561768,6368.796875,97.8125,14.3414
1134.4482,0.8133,95.37118068,103.78125,63.03125,77.29988519,73.77521515,6855.008789,93.03125,14.2832
1135.2615,0.78705,94.7997983,108.25,64,80.59478154,73.77521515,6901.104004,91.21875,14.2077
1136.04855,0.8451,94.79682138,112.125,66.6875,83.66091909,70.99649048,5977.194824,83.875,13.6902
1136.89365,0.8879,94.79442892,115.28125,67.75,85.21083554,67.57485962,5471.621094,81,12.4653
1137.78155,1.00115,94.79845209,117.0625,68.6875,85.10504938,67.57485962,5284.080078,88.03125,12.3953
1138.7827,1.06305,94.79665232,119.0625,66.71875,84.55003172,56.44142914,5300.415039,93.9375,12.8599
1139.84575,1.08095,94.79468581,118.78125,64.53125,83.21766314,55.50598526,5412.354004,97.78125,14.1158
1140.9267,0.9981,94.79693292,115.21875,63.59375,81.85592047,55.50598526,5962.92041,99.40625,13.9869
1141.9248,0.94285,94.79651621,110.625,63.71875,79.92115723,60.11387253,6826.322266,107.5,13.5447
1142.86765,0.7902,94.79397423,106.5,62.78125,78.79782326,75.92914581,8456.561523,111.40625,13.1535
1143.65785,0.78295,94.79598394,102.75,63.5,77.37490792,76.63534546,8041.203125,104.90625,13.1085
1144.4408,0.7637,94.79790821,106.71875,63.1875,79.00950696,78.56702423,7522.006836,96,12.8516
1145.2045,0.8149,94.79978755,109.8125,64,81.29711537,78.56702423,6401.399902,87.34375,12.4752
1146.0194,0.90445,94.80134163,112.40625,65.15625,82.22877225,73.62691498,5100.215332,77.09375,12.0857
1146.92385,1.0515,94.80036406,114,65.90625,81.52479173,66.33995056,4967.259766,87.375,11.6277
1147.97535,1.0682,94.80503856,114.3125,62.71875,80.74491396,56.16915131,5280.777832,93.90625,12.4723
1149.04355,1.0779,94.79990027,110.25,61.03125,78.03412622,55.66392517,5438.504395,97.78125,13.8704
1150.12145,1.0344,95.02869115,105.96875,59.40625,75.37254027,55.66392517,5885.825684,101.5625,13.2483
1151.15585,0.94645,95.79615768,101.9375,58.46875,73.95349645,63.39681244,6925.586426,109.125,13.4693
1152.1023,0.84425,95.7960764,99,58.625,73.7478609,63.39681244,7325.321777,103.5625,13.6836
1152.94655,0.79745,95.79530456,97.09375,60.5,73.88955362,71.06874084,7134.696289,95.3125,13.5203
1153.744,0.783,95.788394,101.25,61.71875,77.04255987,75.2381897,6775.92334,88.21875,13.1746
1154.527,0.8351,95.78308735,106.6875,64.9375,81.42384696,76.62904358,5810.744141,80.75,13.1708
1155.3621,0.9028,95.78854674,111.25,67.8125,84.46128278,71.84845734,4894.109375,73.5625,12.874
1156.2649,1.1537,95.79402141,113.78125,68.96875,83.55615677,66.45880127,4241.615234,81.46875,12.8655
1157.4186,1.11275,95.79631263,115.9375,64.25,83.10309152,53.92006302,4690.236816,86.875,13.7599
1158.53135,1.09765,95.79869494,112.75,63.625,81.18401705,53.92006302,5065.266113,92.125,16.4782
