Time,RRI,SpO2,SBP,DBP,MAP,HR,CO,SV,TPR
50.76599995,1.13085,93.79620142,115.78125,66.1875,82.71770612,53.05662537,4567.512207,86.125,16.2966
51.89684995,1.0966,93.7971557,112.5625,63.375,79.6265177,53.05662537,5090.584961,93.59375,14.5417
52.99344995,0.9814,93.79559653,107.5625,61.9375,77.03367434,61.13756561,6636.82666,108.78125,15.1787
53.97484995,0.8799,93.79055503,99.75,60.75,73.72215507,61.13756561,6982.48584,102.25,14.9999
54.85474995,0.78765,93.78812369,100.53125,60.4375,74.46598327,68.19042206,7413.396973,96.84375,14.5485
55.64239995,0.82535,93.1968767,104.46875,62.5625,78.00634655,76.1740036,6545.626465,89.40625,14.3311
56.46774995,0.8773,92.84209898,108.46875,64.875,80.88063501,68.39131165,5094.297852,74.5625,13.5081
57.34504995,1.1832,93.7980239,112.5625,67.21875,81.40255108,50.70874786,3902.069824,76.9375,12.815
58.52824995,1.11625,93.79469485,117.25,63.84375,83.16564446,53.75108719,4461.508301,83.03125,13.2976
59.64449995,1.10375,93.79217865,115.25,65.375,82.37811367,53.75108719,4796.658203,88.1875,16.6142
